CODE_ID,用地性质,临路类型,地块面积,容积率,总建筑面积,建筑密度,建筑最大高度,建筑平均高度,DIKUAI_ID
DIKUAI_2591,娱乐康体用地,临路型,2885.56,1.4716,4246.3157,0.3926,12,6,DIKUAI_2024_2361
DIKUAI_2717,商住混合用地,临路型,12501.4,7.9854,99829.0841,0.6146,45,19.1538,DIKUAI_2024_2362
DIKUAI_2677,商住混合用地,临路型,864.419,4.5602,3941.918,0.6286,24,20,DIKUAI_2024_2363
DIKUAI_660,二类居住用地,非临路型,613.187,0.1687,103.4732,0.1061,21,12,DIKUAI_2024_2364
DIKUAI_551,二类居住用地,临路型,10561.7,1.7283,18253.8341,0.3055,21,8.6842,DIKUAI_2024_2365
DIKUAI_538,生活型服务功能与居住功能混合,临路型,1520.19,2.2916,3483.6247,0.6341,15,7.5,DIKUAI_2024_2366
DIKUAI_2596,娱乐康体用地,临路型,675.652,5.0147,3388.22,0.8914,54,31.5,DIKUAI_2024_2367
DIKUAI_663,二类居住用地,非临路型,1593.05,1.5504,2469.9034,0.5283,21,8.1429,DIKUAI_2024_2368
DIKUAI_3182,居住用地,临路型,5075.28,1.572,7978.5046,0.3907,15,7.125,DIKUAI_2024_2369
DIKUAI_2147,商办混合用地,非临路型,1117.4,1.3583,1517.7339,0.5492,36,21,DIKUAI_2024_2370
DIKUAI_3021,公园绿地,临路型,14996,0.0639,957.6956,0.0365,6,4.125,DIKUAI_2024_2371
DIKUAI_562,生活型服务功能与居住功能混合,临路型,4084.42,6.8354,27918.8318,0.5876,57,27,DIKUAI_2024_2372
DIKUAI_662,二类居住用地,非临路型,10593.3,2.7902,29557.093,0.443,21,13.6154,DIKUAI_2024_2373
DIKUAI_570,旅馆用地,临路型,6496.25,3.7542,24387.9977,0.4523,30,11,DIKUAI_2024_2374
DIKUAI_2081,城镇住宅用地,临路型,4096.88,1.3589,5567.2088,0.3076,21,12,DIKUAI_2024_2375
DIKUAI_251,公园绿地,非临路型,17385.5,0,0,0,0,0,DIKUAI_2024_2376
DIKUAI_2157,城镇住宅用地,临路型,1655.74,2.8621,4738.9581,0.4685,21,15,DIKUAI_2024_2377
DIKUAI_547,二类居住用地,临路型,2967.82,4.7938,14227.0079,0.4888,78,10.2857,DIKUAI_2024_2378
DIKUAI_2414,教育科研用地,临路型,572.895,7.1407,4090.8601,0.8926,24,24,DIKUAI_2024_2379
DIKUAI_2160,城镇住宅用地,临路型,14669.5,7.0422,103305.7573,0.461,84,36.8571,DIKUAI_2024_2380
DIKUAI_2720,商住混合用地,临路型,293.16,0.731,214.2999,0.3739,9,6,DIKUAI_2024_2381
DIKUAI_544,生活型服务功能与生产型服务功能混,临路型,1785.33,1.1163,1993.0356,0.5613,9,4.5,DIKUAI_2024_2382
DIKUAI_543,二类居住用地,非临路型,571.779,0.6851,391.7404,0.5794,9,6,DIKUAI_2024_2383
DIKUAI_2834,商办混合用地,临路型,3130.88,3.9773,12452.52,0.442,27,24,DIKUAI_2024_2384
DIKUAI_122,公园绿地,临路型,8181.54,0,0,0,0,0,DIKUAI_2024_2385
DIKUAI_2158,城镇住宅用地,临路型,211.054,5.4365,1147.39,0.9061,18,18,DIKUAI_2024_2386
DIKUAI_2719,商住混合用地,临路型,643.821,1.329,855.6548,0.2617,18,15.6,DIKUAI_2024_2387
DIKUAI_2597,娱乐康体用地,临路型,1383.37,2.4075,3330.51,0.8025,9,9,DIKUAI_2024_2388
DIKUAI_559,生活型服务功能与居住功能混合,临路型,2384.11,2.664,6351.1988,0.4379,21,16.5,DIKUAI_2024_2389
DIKUAI_2600,娱乐康体用地,临路型,5916.85,1.4467,8559.9571,0.5193,27,11.0625,DIKUAI_2024_2390
DIKUAI_3221,居住用地,临路型,2812.88,5.1812,14574.2009,0.3577,78,25.5,DIKUAI_2024_2391
DIKUAI_2838,商办混合用地,非临路型,7518.38,3.4633,26038.4139,0.3193,72,19.0909,DIKUAI_2024_2393
DIKUAI_2532,商业用地,临路型,2628.63,7.6311,20059.406,0.4217,84,60.6667,DIKUAI_2024_2394
DIKUAI_2162,商住混合用地,非临路型,2328.47,4.9021,11414.4004,0.7003,21,21,DIKUAI_2024_2395
DIKUAI_2850,商办混合用地,临路型,4697.57,4.0041,18809.3221,0.4216,42,24.375,DIKUAI_2024_2396
DIKUAI_666,特殊教育用地,临路型,44633.1,1.0973,48974.5154,0.2202,48,11.28,DIKUAI_2024_2397
DIKUAI_2530,商业用地,非临路型,3667,2.0948,7681.5359,0.4047,21,16.125,DIKUAI_2024_2398
DIKUAI_2847,商办混合用地,临路型,3359.11,3.4675,11647.7727,0.5199,30,15.75,DIKUAI_2024_2399
DIKUAI_2851,商办混合用地,临路型,2295.22,6.521,14967.0888,0.3487,60,48,DIKUAI_2024_2400
DIKUAI_664,生活型服务功能与居住功能混合,临路型,4306.39,4.8433,20857.0798,0.6919,21,21,DIKUAI_2024_2401
DIKUAI_560,二类居住用地,临路型,2803.92,4.4979,12611.7998,0.2499,54,54,DIKUAI_2024_2402
DIKUAI_2852,商办混合用地,临路型,3151.5,3.4272,10800.9428,0.5016,30,20.1429,DIKUAI_2024_2403
DIKUAI_564,生活型服务功能与居住功能混合,临路型,9110.51,5.4354,49519.714,0.6571,57,35.6538,DIKUAI_2024_2404
DIKUAI_2529,商业用地,非临路型,1672.2,0.1998,334.053,0.1995,15,9,DIKUAI_2024_2405
DIKUAI_557,金融保险用地,临路型,5013.02,8.3303,41759.8984,0.3204,78,78,DIKUAI_2024_2406
DIKUAI_2595,娱乐康体用地,临路型,3762.73,2.1803,8203.78,0.414,72,50,DIKUAI_2024_2407
DIKUAI_144,公园绿地,临路型,178950,0.1506,26950.4126,0.0637,15,5.6897,DIKUAI_2024_2408
DIKUAI_2159,城镇住宅用地,临路型,1290.16,1.9943,2572.9469,0.3836,21,12,DIKUAI_2024_2409
DIKUAI_134,科研用地,临路型,7310.19,0.2693,1968.8565,0.1249,9,5.1,DIKUAI_2024_2410
DIKUAI_3165,居住用地,临路型,101188,1.4635,148092.6172,0.3443,33,7.9437,DIKUAI_2024_2411
DIKUAI_2602,娱乐康体用地,临路型,7089.04,0.8623,6112.5299,0.2958,12,6,DIKUAI_2024_2412
DIKUAI_2836,商办混合用地,临路型,5204.06,5.452,28372.785,0.4001,54,16.2,DIKUAI_2024_2413
DIKUAI_2712,商住混合用地,临路型,12979.5,1.204,15626.9954,0.2938,27,9.75,DIKUAI_2024_2414
DIKUAI_2524,商业用地,临路型,17026.1,3.4356,58495.2705,0.364,60,15.6,DIKUAI_2024_2415
DIKUAI_2459,医疗用地,临路型,19759.1,3.3232,65663.6279,0.2675,66,22.875,DIKUAI_2024_2416
DIKUAI_668,生活型服务功能与居住功能混合,临路型,3537.31,8.5811,30354.0996,0.4767,54,54,DIKUAI_2024_2417
DIKUAI_3215,居住用地,临路型,44561.9,1.2896,57469.0552,0.2912,84,15.6593,DIKUAI_2024_2418
DIKUAI_2154,公园与绿地,临路型,30264,0.1615,4886.3198,0.0404,12,12,DIKUAI_2024_2419
DIKUAI_665,二类居住用地,临路型,8757.24,2.6721,23400.5259,0.405,21,18,DIKUAI_2024_2420
DIKUAI_3216,居住用地,临路型,10164.4,0.4686,4762.9452,0.2348,6,5.3333,DIKUAI_2024_2421
DIKUAI_143,行政办公用地,临路型,141883,0.6361,90255.2958,0.1971,33,7.6701,DIKUAI_2024_2422
DIKUAI_2161,商住混合用地,临路型,7768.71,4.8175,37425.7162,0.419,54,21,DIKUAI_2024_2423
DIKUAI_567,生活型服务功能与居住功能混合,临路型,11809.5,4.5342,53547.0706,0.289,99,36.75,DIKUAI_2024_2424
DIKUAI_135,公园绿地,临路型,4014.82,0.0107,43.1446,0.0107,3,3,DIKUAI_2024_2425
DIKUAI_2531,商业用地,临路型,2116.96,1.1544,2443.7415,0.7279,6,4.2,DIKUAI_2024_2426
DIKUAI_2523,商业用地,临路型,1926.16,1.2598,2426.6604,0.4305,9,6,DIKUAI_2024_2427
DIKUAI_133,其他商务设施用地,临路型,1499.53,0.5205,780.4721,0.2762,6,4.5,DIKUAI_2024_2428
DIKUAI_568,二类居住用地,非临路型,3371.67,1.2929,4359.2813,0.3214,18,12,DIKUAI_2024_2429
DIKUAI_2417,教育科研用地,临路型,9984.99,1.1029,11012.1471,0.3836,24,5.9231,DIKUAI_2024_2430
DIKUAI_2669,商住混合用地,临路型,655.075,1.6473,1079.13,0.5491,9,9,DIKUAI_2024_2431
DIKUAI_565,金融保险用地,临路型,9592.24,3.8243,36683.5469,0.2581,72,30,DIKUAI_2024_2432
DIKUAI_657,行政办公用地,非临路型,2655.25,4.9142,13048.4004,0.6143,24,24,DIKUAI_2024_2433
DIKUAI_669,生活型服务功能与居住功能混合,临路型,5395.1,3.5685,19252.6303,0.5549,21,18.6,DIKUAI_2024_2435
DIKUAI_569,二类居住用地,非临路型,6993.37,2.4598,17202.6122,0.3692,21,15,DIKUAI_2024_2436
DIKUAI_658,公园绿地,临路型,1318.27,0,0,0,0,0,DIKUAI_2024_2437
DIKUAI_667,生活型服务功能与居住功能混合,临路型,1891.87,2.9178,5520.0219,0.4168,21,21,DIKUAI_2024_2438
DIKUAI_3363,医疗用地,临路型,4925.68,0,0,0,0,0,DIKUAI_2024_2439
DIKUAI_2444,体育用地,非临路型,2361.57,0.5285,1248.1942,0.4459,15,4.1538,DIKUAI_2024_2440
DIKUAI_659,二类居住用地,临路型,14595.4,1.4588,21291.5441,0.2401,27,19.7143,DIKUAI_2024_2441
DIKUAI_3210,居住用地,临路型,4729.3,4.5573,21553,0.1628,84,84,DIKUAI_2024_2442
DIKUAI_2412,教育科研用地,非临路型,7225.55,0.5837,4217.2347,0.3044,15,5.25,DIKUAI_2024_2443
DIKUAI_2670,商住混合用地,临路型,1316.66,0.8079,1063.6938,0.2796,18,8.4,DIKUAI_2024_2444
DIKUAI_505,生活型服务功能与居住功能混合,临路型,8546.99,3.7747,32262.1785,0.5415,21,18.4286,DIKUAI_2024_2445
DIKUAI_2447,体育用地,非临路型,51470,0.3159,16260.3553,0.1622,12,5.0909,DIKUAI_2024_2446
DIKUAI_136,旅馆用地,临路型,8591.84,0.6959,5979.1685,0.2536,12,5.6471,DIKUAI_2024_2447
DIKUAI_656,二类居住用地,临路型,8574.55,1.8508,15869.3604,0.1933,54,24.5,DIKUAI_2024_2448
DIKUAI_3163,居住用地,临路型,714.214,0.6051,432.1961,0.5403,21,12,DIKUAI_2024_2449
DIKUAI_670,二类居住用地,临路型,3036.18,2.6825,8144.4732,0.3974,54,21,DIKUAI_2024_2450
DIKUAI_137,科研用地,临路型,41689.2,0.6809,28385.2112,0.2784,15,5.2222,DIKUAI_2024_2451
DIKUAI_502,二类居住用地,非临路型,5156.04,0.6805,3508.901,0.5527,6,4,DIKUAI_2024_2452
DIKUAI_2446,体育用地,临路型,116939,1.236,144541.8275,0.2461,84,14.913,DIKUAI_2024_2453
DIKUAI_3214,居住用地,临路型,8248.47,1.8292,15087.9247,0.3246,21,11.4,DIKUAI_2024_2454
DIKUAI_501,金融保险用地,临路型,3060.01,10.4544,31990.5,0.3485,90,90,DIKUAI_2024_2455
DIKUAI_3170,居住用地,临路型,22018.9,1.5302,33692.9977,0.4136,27,8.5455,DIKUAI_2024_2456
DIKUAI_126,公园绿地,临路型,34616.4,0.023,794.7833,0.0178,6,3.6,DIKUAI_2024_2457
DIKUAI_2716,商住混合用地,临路型,1791.78,0.2017,361.3821,0.1309,27,14.3333,DIKUAI_2024_2458
DIKUAI_503,金融保险用地,临路型,9896.16,8.5365,84479.0191,0.43,108,34.2,DIKUAI_2024_2459
DIKUAI_653,生活型服务功能与居住功能混合,临路型,2921.69,10.2699,30005.3678,0.6134,54,16.5,DIKUAI_2024_2460
DIKUAI_3212,居住用地,临路型,77933.7,1.497,116667.9693,0.3433,30,10.1823,DIKUAI_2024_2461
DIKUAI_2676,商住混合用地,临路型,7674.77,2.5164,19312.6389,0.5359,39,10.5714,DIKUAI_2024_2462
DIKUAI_2833,商办混合用地,临路型,4547.88,6.712,30525.3311,0.3768,84,55.5,DIKUAI_2024_2463
DIKUAI_3011,公园绿地,临路型,4971.75,0.0031,15.3393,0.0031,3,3,DIKUAI_2024_2464
DIKUAI_504,生活型服务功能与居住功能混合,临路型,2590.09,2.5432,6587.2155,0.5461,18,8,DIKUAI_2024_2465
DIKUAI_3213,居住用地,临路型,6348.97,0.7542,4788.3279,0.2955,15,12,DIKUAI_2024_2466
DIKUAI_654,旅馆用地,临路型,1613.24,2.8843,4653.0801,0.5769,15,15,DIKUAI_2024_2467
DIKUAI_2418,教育科研用地,非临路型,63038.6,1.3878,87482.2218,0.2953,30,10.25,DIKUAI_2024_2468
DIKUAI_139,文物古迹用地,临路型,34888.8,0.6335,22103.7015,0.2698,18,5.5263,DIKUAI_2024_2469
DIKUAI_129,其他商务设施用地,非临路型,10424.1,0.3222,3358.2783,0.132,9,5.1818,DIKUAI_2024_2470
DIKUAI_655,旅馆用地,临路型,3325.54,2.8673,9535.4766,0.4779,18,16.5,DIKUAI_2024_2471
DIKUAI_159,公园绿地,非临路型,2239.3,0,0,0,0,0,DIKUAI_2024_2472
DIKUAI_2633,商住混合用地,临路型,10894,1.5008,16349.22,0.1847,54,32,DIKUAI_2024_2473
DIKUAI_2411,教育科研用地,临路型,11385.7,1.4176,16140.1091,0.3763,15,8.6667,DIKUAI_2024_2474
DIKUAI_2601,娱乐康体用地,临路型,1463.83,2.6655,3901.7837,0.3815,21,17.4,DIKUAI_2024_2475
DIKUAI_2832,商办混合用地,临路型,8542.05,1.59,13581.8726,0.4059,21,4.6,DIKUAI_2024_2476
DIKUAI_2829,商办混合用地,临路型,3985.06,9.8149,39112.8934,0.5032,78,56.1429,DIKUAI_2024_2477
DIKUAI_506,生活型服务功能与居住功能混合,临路型,4421.28,1.0417,4605.552,0.3485,24,8,DIKUAI_2024_2478
DIKUAI_2445,体育用地,临路型,7256.5,2.213,16058.5132,0.4774,18,11.25,DIKUAI_2024_2479
DIKUAI_131,公园绿地,临路型,4625.45,0,0,0,0,0,DIKUAI_2024_2480
DIKUAI_720,零售商业用地,临路型,64687.3,1.4238,92100.8208,0.2958,30,9.625,DIKUAI_2024_2481
DIKUAI_508,金融保险用地,临路型,32817.6,4.0273,132167.1321,0.4797,102,21.4286,DIKUAI_2024_2482
DIKUAI_138,科研用地,临路型,17161.8,0.5176,8882.1011,0.257,12,4.9412,DIKUAI_2024_2483
DIKUAI_2460,医疗用地,临路型,66941.6,3.8791,259673.7582,0.4502,66,18.9231,DIKUAI_2024_2484
DIKUAI_507,特殊教育用地,临路型,4135.32,2.8542,11803.0089,0.4475,24,4.875,DIKUAI_2024_2485
DIKUAI_3168,居住用地,临路型,73511.7,1.265,92988.7085,0.3115,54,9.125,DIKUAI_2024_2486
DIKUAI_3219,居住用地,临路型,22141.5,1.458,32283.0569,0.3299,24,10.95,DIKUAI_2024_2487
DIKUAI_130,社会福利设施用地,临路型,8323.33,0.7394,6154.3752,0.1103,21,12,DIKUAI_2024_2488
DIKUAI_2463,医疗用地,临路型,17695.8,1.2169,21534.0033,0.3256,27,10.875,DIKUAI_2024_2489
DIKUAI_128,公园绿地,临路型,16155.8,0.0262,423.5946,0.021,12,4.2,DIKUAI_2024_2490
DIKUAI_3162,居住用地,临路型,12067.3,3.6602,44168.4139,0.4411,78,18.2903,DIKUAI_2024_2492
DIKUAI_2713,商住混合用地,临路型,1513.4,1.821,2755.8812,0.4899,15,8.5,DIKUAI_2024_2493
DIKUAI_3211,居住用地,非临路型,19914.4,1.1396,22695.4431,0.4105,24,7.2667,DIKUAI_2024_2494
DIKUAI_3169,居住用地,临路型,17252.1,0.8375,14448.2099,0.2257,54,8.625,DIKUAI_2024_2495
DIKUAI_2345,行政办公用地,临路型,8726.21,1.8887,16481.5322,0.3555,18,13.2857,DIKUAI_2024_2496
DIKUAI_2715,商住混合用地,临路型,2817.3,2.1823,6148.2285,0.5639,18,7.7143,DIKUAI_2024_2497
DIKUAI_2522,商业用地,临路型,11068.5,3.115,34478.5494,0.4336,75,20.8571,DIKUAI_2024_2498
DIKUAI_2725,商住混合用地,临路型,7374.69,1.3332,9831.8471,0.3805,21,8.5135,DIKUAI_2024_2499
DIKUAI_3051,居住用地,临路型,4915.4,1.3814,6790.0788,0.2752,21,9.4286,DIKUAI_2024_2500
DIKUAI_3050,居住用地,非临路型,7413.53,1.5765,11687.7664,0.2414,21,15,DIKUAI_2024_2501
DIKUAI_127,公园绿地,临路型,3853.54,0.0028,10.7432,0.0028,3,3,DIKUAI_2024_2502
DIKUAI_3012,公园绿地,临路型,49580.1,0.1197,5934.2598,0.0708,18,5.4,DIKUAI_2024_2503
DIKUAI_674,公园绿地,临路型,12518.4,0,0,0,0,0,DIKUAI_2024_2504
DIKUAI_2714,商住混合用地,临路型,1451.21,2.6272,3812.5998,0.4686,18,12.6,DIKUAI_2024_2505
DIKUAI_2343,行政办公用地,临路型,2081.65,4.2793,8908.0487,0.389,33,25.5,DIKUAI_2024_2506
DIKUAI_125,二类居住用地,临路型,119827,1.4815,177518.4487,0.3316,21,9.2212,DIKUAI_2024_2507
DIKUAI_3164,居住用地,临路型,4302.69,0.8811,3791.1512,0.4179,12,5.5263,DIKUAI_2024_2508
DIKUAI_2849,商办混合用地,临路型,5854.05,0.6568,3845.0457,0.2965,21,11.1429,DIKUAI_2024_2509
DIKUAI_2848,商办混合用地,临路型,5428.89,5.8486,31751.2212,0.4119,66,20.4,DIKUAI_2024_2510
DIKUAI_3342,道路与交通设施用地,临路型,4359.98,0.7216,3146.0918,0.3195,9,4.6154,DIKUAI_2024_2511
DIKUAI_721,生活型服务功能与居住功能混合,临路型,3552.57,1.9093,6782.7542,0.338,18,14,DIKUAI_2024_2512
DIKUAI_132,公园绿地,临路型,5530.42,0.0041,22.5112,0.0041,3,3,DIKUAI_2024_2513
DIKUAI_2408,教育科研用地,临路型,227291,1.2841,291864.237,0.2894,75,7.6612,DIKUAI_2024_2514
DIKUAI_2672,商住混合用地,临路型,8618.76,1.6263,14016.9481,0.3326,33,7.5,DIKUAI_2024_2515
DIKUAI_2344,行政办公用地,临路型,7192.92,4.426,31836.1858,0.2365,87,66,DIKUAI_2024_2516
DIKUAI_500,公园绿地,临路型,5814.05,0,0,0,0,0,DIKUAI_2024_2517
DIKUAI_3008,公园绿地,临路型,7286.45,0.004,28.817,0.004,3,3,DIKUAI_2024_2519
DIKUAI_2718,商住混合用地,临路型,11470.6,2.4397,27984.8691,0.4661,24,11.5,DIKUAI_2024_2520
DIKUAI_3218,居住用地,临路型,7354.64,0.3918,2881.2908,0.299,6,3.6,DIKUAI_2024_2521
DIKUAI_709,生活型服务功能与生产型服务功能混,临路型,19603.1,5.3526,104927.88,0.4455,66,17.7,DIKUAI_2024_2522
DIKUAI_2674,商住混合用地,临路型,6317.51,2.1483,13572.0206,0.4494,21,9,DIKUAI_2024_2523
DIKUAI_3225,居住用地,临路型,12737.3,2.0027,25508.3695,0.414,27,10.4182,DIKUAI_2024_2524
DIKUAI_711,零售商业用地,临路型,1064.43,1.0364,1103.138,0.2588,18,15,DIKUAI_2024_2525
DIKUAI_2826,商办混合用地,临路型,3777.55,3.8425,14515.4247,0.3152,51,21.6667,DIKUAI_2024_2526
DIKUAI_172,医疗卫生用地,临路型,1486.69,1.6918,2515.1702,0.5162,15,6.8571,DIKUAI_2024_2527
DIKUAI_171,零售商业用地,临路型,1044.15,0.8301,866.7862,0.4597,15,5.5,DIKUAI_2024_2528
DIKUAI_722,二类居住用地,临路型,14075,2.2613,31828.0551,0.5394,36,9.0882,DIKUAI_2024_2529
DIKUAI_2853,商办混合用地,临路型,5026.37,3.4328,17254.6702,0.2816,60,41,DIKUAI_2024_2530
DIKUAI_3217,居住用地,临路型,3133.8,3.3591,10526.7882,0.4449,39,15,DIKUAI_2024_2531
DIKUAI_715,零售商业用地,临路型,756.761,1.0296,779.196,0.5148,6,6,DIKUAI_2024_2532
DIKUAI_710,生活型服务功能与居住功能混合,临路型,7006.28,2.4456,17134.3594,0.6127,21,8.4545,DIKUAI_2024_2533
DIKUAI_3166,居住用地,临路型,46530.1,1.5738,73230.3261,0.3248,54,10.5,DIKUAI_2024_2534
DIKUAI_708,医疗卫生用地,临路型,3779.16,1.7258,6522.1483,0.3839,21,9.75,DIKUAI_2024_2535
DIKUAI_713,零售商业用地,临路型,1115.93,1.1193,1249.11,0.5597,6,6,DIKUAI_2024_2536
DIKUAI_3014,公园绿地,临路型,9250.14,0,0,0,0,0,DIKUAI_2024_2537
DIKUAI_2636,商住混合用地,临路型,9518.71,2.2649,21559.1306,0.4078,24,9.4737,DIKUAI_2024_2538
DIKUAI_3160,居住用地,临路型,19580.8,1.9042,37285.7901,0.3309,30,13.6957,DIKUAI_2024_2539
DIKUAI_719,零售商业用地,临路型,557.612,1.3821,770.6612,0.6962,6,4.5,DIKUAI_2024_2540
DIKUAI_2474,文物古迹用地,临路型,9143.69,0.3257,2978.1262,0.1094,9,6,DIKUAI_2024_2541
DIKUAI_723,生活型服务功能与居住功能混合,临路型,2834.7,3.8685,10965.9004,0.4836,24,24,DIKUAI_2024_2542
DIKUAI_170,零售商业用地,临路型,583.152,0.4479,261.1744,0.4479,3,3,DIKUAI_2024_2543
DIKUAI_3106,居住用地,临路型,23853.1,1.0641,25382.9938,0.3036,21,6.5422,DIKUAI_2024_2544
DIKUAI_704,二类居住用地,临路型,1763.19,4.4438,7835.2644,0.4347,36,11.4,DIKUAI_2024_2545
DIKUAI_3015,公园绿地,临路型,1997.42,0,0,0,0,0,DIKUAI_2024_2546
DIKUAI_2347,行政办公用地,临路型,7189.85,0.8297,5965.6601,0.3861,12,6.4286,DIKUAI_2024_2547
DIKUAI_254,公园绿地,非临路型,8786.02,0,0,0,0,0,DIKUAI_2024_2548
DIKUAI_3104,居住用地,非临路型,8911.99,0.9861,8788.3112,0.1532,21,13.2,DIKUAI_2024_2549
DIKUAI_3158,居住用地,临路型,18880.9,1.3072,24680.9429,0.3728,21,7.2273,DIKUAI_2024_2550
DIKUAI_2337,行政办公用地,临路型,16172.6,2.8481,46060.976,0.353,75,15.4286,DIKUAI_2024_2551
DIKUAI_167,二类居住用地,临路型,7650.45,1.4518,11107.0612,0.328,18,7.8947,DIKUAI_2024_2552
DIKUAI_166,二类居住用地,临路型,28898.4,0.901,26037.1157,0.2412,21,9,DIKUAI_2024_2553
DIKUAI_168,二类居住用地,临路型,6110.16,2.0906,12773.7927,0.3876,21,11.1429,DIKUAI_2024_2554
DIKUAI_716,二类居住用地,临路型,17181.4,2.01,34535.2292,0.4416,21,8.325,DIKUAI_2024_2555
DIKUAI_717,旅馆用地,临路型,922.203,0.5465,503.9507,0.5298,15,7,DIKUAI_2024_2556
DIKUAI_169,零售商业用地,临路型,3831.23,0.7578,2903.1523,0.2696,21,9,DIKUAI_2024_2557
DIKUAI_705,二类居住用地,临路型,2398.15,0.6032,1446.6026,0.6006,6,3.5,DIKUAI_2024_2558
DIKUAI_712,文物古迹用地,临路型,5201.57,1.1287,5871.1671,0.3221,12,8,DIKUAI_2024_2559
DIKUAI_2668,商住混合用地,临路型,2611.96,8.9247,23311.0134,0.5291,90,31.2,DIKUAI_2024_2560
DIKUAI_734,特殊用地,临路型,1714.63,2.0804,3567.0674,0.4164,15,9,DIKUAI_2024_2561
DIKUAI_3026,防护绿地,临路型,1057.79,0.012,12.6932,0.012,3,3,DIKUAI_2024_2562
DIKUAI_3157,居住用地,临路型,162207,1.9145,310548.0109,0.346,57,9.9205,DIKUAI_2024_2563
DIKUAI_2590,商务用地,临路型,18402.7,1.1538,21233.1497,0.3491,39,8.3571,DIKUAI_2024_2564
DIKUAI_2420,教育科研用地,临路型,6049.73,0.8279,5008.2811,0.1681,15,14,DIKUAI_2024_2565
DIKUAI_707,旅馆用地,临路型,1537.25,5.8898,9054.052,0.7451,24,13.5,DIKUAI_2024_2566
DIKUAI_706,二类居住用地,非临路型,2792.91,1.8589,5191.7565,0.4358,24,9.4286,DIKUAI_2024_2567
DIKUAI_2675,商住混合用地,临路型,1827.68,2.5757,4707.568,0.5041,90,30,DIKUAI_2024_2568
DIKUAI_702,二类居住用地,临路型,46885.8,0.9935,46582.8962,0.3431,36,7.1538,DIKUAI_2024_2569
DIKUAI_2410,教育科研用地,临路型,18337.8,2.0956,38428.4191,0.4631,18,6.5,DIKUAI_2024_2570
DIKUAI_3224,居住用地,临路型,37878.5,0.5819,22041.5172,0.1305,18,11.0769,DIKUAI_2024_2571
DIKUAI_2665,商住混合用地,临路型,4653.88,0.7181,3341.7813,0.2786,21,10,DIKUAI_2024_2572
DIKUAI_2744,商住混合用地,临路型,1176.61,2.2654,2665.5249,0.3936,18,10.5,DIKUAI_2024_2573
DIKUAI_3161,居住用地,临路型,3709.66,2.0619,7649.0825,0.4092,18,6,DIKUAI_2024_2574
DIKUAI_714,医疗卫生用地,临路型,1996.69,4.7199,9424.2204,0.2865,54,21.75,DIKUAI_2024_2575
DIKUAI_2858,商办混合用地,非临路型,1538.64,4.1695,6415.3412,0.7043,21,11.25,DIKUAI_2024_2576
DIKUAI_2882,商办混合用地,临路型,18462.1,3.1561,58268.6016,0.2428,39,39,DIKUAI_2024_2577
DIKUAI_718,医疗卫生用地,临路型,7532.65,3.5795,26963.4311,0.3583,54,15.25,DIKUAI_2024_2578
DIKUAI_2673,商住混合用地,临路型,4534.98,2.7609,12520.4848,0.4014,30,17.125,DIKUAI_2024_2579
DIKUAI_2883,商办混合用地,临路型,26720.7,10.9094,291507.1016,0.3103,267,111,DIKUAI_2024_2580
DIKUAI_2667,商住混合用地,临路型,4480.94,2.8976,12983.8527,0.4886,27,8.4,DIKUAI_2024_2581
DIKUAI_2666,商住混合用地,临路型,3149.73,1.0251,3228.7609,0.2192,18,11.5714,DIKUAI_2024_2582
DIKUAI_3249,居住用地,非临路型,1025.6,2.0376,2089.8061,0.2934,21,19.5,DIKUAI_2024_2583
DIKUAI_696,生活型服务功能与居住功能混合,临路型,7992.22,5.7428,45898.0032,0.4151,72,18.3333,DIKUAI_2024_2584
DIKUAI_2881,商办混合用地,临路型,5490.59,0.9596,5268.9145,0.4823,6,4,DIKUAI_2024_2585
DIKUAI_2862,商办混合用地,非临路型,2896.69,3.9025,11304.406,0.5649,21,15,DIKUAI_2024_2586
DIKUAI_165,特殊用地,临路型,53979.9,1.0406,56173.0209,0.3642,21,7.9,DIKUAI_2024_2587
DIKUAI_3159,居住用地,临路型,29095.7,1.9402,56450.8536,0.4169,27,8.6739,DIKUAI_2024_2588
DIKUAI_3223,居住用地,非临路型,1717.82,2.322,3988.7109,0.4466,18,8,DIKUAI_2024_2589
DIKUAI_3167,居住用地,临路型,10143.6,2.2946,23275.0477,0.3874,27,11.9189,DIKUAI_2024_2590
DIKUAI_695,二类居住用地,临路型,3253.49,3.537,11507.6555,0.4481,27,18,DIKUAI_2024_2591
DIKUAI_703,行政办公用地,临路型,2872.64,1.094,3142.6529,0.4537,12,5.5,DIKUAI_2024_2592
DIKUAI_2856,商办混合用地,临路型,993.188,1.8703,1857.543,0.4738,12,9,DIKUAI_2024_2593
DIKUAI_698,旅馆用地,临路型,2805.38,0.9594,2691.3623,0.4873,6,4.5,DIKUAI_2024_2594
DIKUAI_164,二类居住用地,临路型,11292.4,1.5133,17088.9159,0.4363,18,6.9091,DIKUAI_2024_2595
DIKUAI_3237,居住用地,临路型,5978.67,0.816,4878.6108,0.4242,6,4,DIKUAI_2024_2597
DIKUAI_3226,居住用地,临路型,3555.28,1.7758,6313.3537,0.4186,18,9.75,DIKUAI_2024_2598
DIKUAI_3222,居住用地,临路型,10329.4,1.3504,13949.0235,0.2065,21,13,DIKUAI_2024_2599
